name,artists,year,cluster
So Done (feat. Khalid),"['Alicia Keys', 'Khalid']",2020,1
yesterday,['Lil Peep'],2020,1
Dile a El,['Rauw Alejandro'],2020,1
Someone To You,['BANNERS'],2020,0
say it over (feat. Cautious Clay),"['Ruel', 'Cautious Clay']",2020,1
Garden Song,['Phoebe Bridgers'],2020,1
This is Us,"['Jimmie Allen', 'Noah Cyrus']",2020,2
Fix It to Break It,['Clinton Kane'],2020,1
Like A Cowboy,['Parker McCollum'],2020,1
Don't Need No Reason,['Lee Brice'],2020,0
Satisfacción,"['Arcangel', 'Myke Towers']",2020,0
Temptations (feat. Kid Cudi),"['Ty Dolla $ign', 'Kid Cudi']",2020,0
Alone Again,['The Weeknd'],2020,1
all I know (feat. Trippie Redd),"['Machine Gun Kelly', 'Trippie Redd']",2020,1
Butterfly's Repose,['Zabawa'],2020,1
So Stressed (feat. Yung LB),"['Trippie Redd', 'Yung LB']",2020,1
Hallucinogenics (feat. Lana Del Rey),"['Matt Maeson', 'Lana Del Rey']",2020,1
Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),"['Lil Yachty', 'Future', 'Mike WiLL Made-It']",2020,0
Cry (with John Martin),"['Gryffin', 'John Martin']",2020,2
Famous For (I Believe),"['Tauren Wells', 'Jenn Johnson']",2020,2
midnight love,['girl in red'],2020,1
How it Go,['King Von'],2020,1
Cherry Flavoured,['The Neighbourhood'],2020,1
BLINDFOLD (feat. Lil Baby),"['Gunna', 'Lil Baby']",2020,1
Carita de Inocente (feat. Myke Towers) - Remix,"['Prince Royce', 'Myke Towers']",2020,0
Pensándote,"['Rauw Alejandro', 'Tainy']",2020,0
Graves Into Gardens (Live),"['Elevation Worship', 'Brandon Lake']",2020,2
"Your Turn (feat. Musiq Soulchild, Tish Hyman & 6LACK)","['Ty Dolla $ign', '6LACK', 'Musiq Soulchild', 'Tish Hyman']",2020,1
SUGAR (Remix) [feat. Dua Lipa],"['BROCKHAMPTON', 'Dua Lipa']",2020,0
Racks 2 Skinny,['Migos'],2020,0
"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)","['Cautious Clay', 'Remi Wolf', 'sophie meiers', 'Still Woozy', 'Claud', 'Melanie Faye', 'HXNS']",2020,0
Good Day,['iann dior'],2020,0
Hot Stuff,"['Kygo', 'Donna Summer']",2020,0
Silverado,['Hunter Phelps'],2020,1
Must Have Been The Wind,['Alec Benjamin'],2020,1
Al Estilo Rancheron,['Los Dos Carnales'],2020,0
Obey (with YUNGBLUD),"['Bring Me The Horizon', 'YUNGBLUD']",2020,2
quiero sentirme bien,['Kali Uchis'],2020,0
right here,['keshi'],2020,2
big city blues,"['Lil Peep', 'Cold Hart']",2020,1
Little Things (with Quinn XCII & Chelsea Cutler),"['Louis The Child', 'Quinn XCII', 'Chelsea Cutler']",2020,0
Otherside Of America,['Meek Mill'],2020,2
If It Wasn’t For Trucks,['Riley Green'],2020,2
Química (feat. The Martinez Brothers),"['Rauw Alejandro', 'Zion & Lennox', 'Mr. Naisgai', 'The Martinez Brothers']",2020,2
No Judgement,['Niall Horan'],2020,0
No Bailes Sola,"['Danna Paola', 'Sebastian Yatra']",2020,2
Pretty Please,['Dua Lipa'],2020,0
Right,['Mac Miller'],2020,1
Blueberry Eyes (feat. SUGA of BTS),"['MAX', 'SUGA']",2020,0
Heat Waves,['Glass Animals'],2020,0
Lost in Translation,['The Neighbourhood'],2020,0
Stars In The Sky (feat. Jhené Aiko),"['Phora', 'Jhené Aiko']",2020,1
vaya con dios,['Kali Uchis'],2020,1
Like No One Does,['Jake Scott'],2020,0
I Admit It (feat. 24kGoldn),"['ZHU', '24kGoldn']",2020,1
Shame Shame,['Foo Fighters'],2020,2
Se Acabó la Cuarentena,"['Jowell & Randy', 'Kiko el Crazy']",2020,0
Hablamos Mañana,"['Bad Bunny', 'Duki', 'Pablo Chill-E']",2020,2
MÁS DE UNA CITA,"['Bad Bunny', 'Zion & Lennox']",2020,0
que te pedí//,['Kali Uchis'],2020,1
Louder than bombs,['BTS'],2020,2
Not You Too (feat. Chris Brown),"['Drake', 'Chris Brown']",2020,1
Am I High Rn (feat. blackbear),"['Quinn XCII', 'blackbear']",2020,1
Black Swan,['BTS'],2020,2
RUNNING,['The Kid LAROI'],2020,1
Rejection,['AC/DC'],2020,0
Jumpin Out The Face,['Lil Mosey'],2020,0
Backseat (feat. PnB Rock),"['Pop Smoke', 'PnB Rock']",2020,1
The Valley of The Pagans (feat. Beck),"['Gorillaz', 'Beck']",2020,0
Sweet Hibiscus Tea,['Penelope Scott'],2020,1
"U Move, I Move (feat. Jhene Aiko)","['John Legend', 'Jhené Aiko']",2020,1
"Something to Rap About (feat. Tyler, The Creator)","['Freddie Gibbs', 'The Alchemist', 'Tyler, The Creator']",2020,1
Mind Is A Prison,['Alec Benjamin'],2020,0
Rain (feat. Swae Lee),"['Trey Songz', 'Swae Lee']",2020,1
Demon Fire,['AC/DC'],2020,2
Off the Grid (feat. Khalid),"['Alina Baraz', 'Khalid']",2020,0
Take Over,"['League of Legends', 'MAX', 'Jeremy McKinnon of A Day To Remember', 'Henry']",2020,2
Mood,"['Rauw Alejandro', 'Sech']",2020,0
¡aquí yo mando!,"['Kali Uchis', 'Rico Nasty']",2020,2
2 birds,['mike.'],2020,0
TRRST,"['IC3PEAK', 'ZillaKami']",2020,1
Take Me Home For Christmas,['Dan + Shay'],2020,0
Forgive Me,['Chloe x Halle'],2020,0
Break My Heart Again,['FINNEAS'],2020,1
Atrapado en un Sueño,['Junior H'],2020,0
Rojo,['J Balvin'],2020,2
Amazing Grace (My Chains Are Gone),['Pentatonix'],2020,1
Reloj,"['Rauw Alejandro', 'Anuel AA']",2020,0
Keep Me In The Moment - Radio Version,['Jeremy Camp'],2020,0
Coochie Land,['YN Jay'],2020,1
The Father's House - Studio,['Cory Asbury'],2020,2
Jesus In LA,['Alec Benjamin'],2020,0
LOVELIFE (with Jeremih),"['Benny Benassi', 'Jeremih']",2020,0
de nadie,['Kali Uchis'],2020,1
BLACK PARADE,['Beyoncé'],2020,1
Hot Boy Bling (feat. Jack Harlow & Lil Durk),"['French Montana', 'Jack Harlow', 'Lil Durk']",2020,0
my ex's best friend (with blackbear),"['Machine Gun Kelly', 'blackbear']",2020,0
HELL BENT (with The Kid LAROI),"['TOKYO’S REVENGE', 'The Kid LAROI']",2020,2
<3,['Bad Bunny'],2020,0
She's Mine,['Kip Moore'],2020,0
People I Don't Like,['UPSAHL'],2020,0
Tres de la Mañana,['Eslabon Armado'],2020,0
Rojo,['J Balvin'],2020,2
if this is the last time,['LANY'],2020,2
Favorito,['Camilo'],2020,2
F-150,['Robyn Ottolini'],2020,2
Girlfriend,['Charlie Puth'],2020,0
te pongo mal(prendelo),"['Kali Uchis', 'Jowell & Randy']",2020,2
Looking For Me,"['Paul Woolford', 'Diplo', 'Kareen Lomax']",2020,1
Comfortable,['H.E.R.'],2020,1
Checkmate,['Conan Gray'],2020,2
Caramelo - Remix,"['Ozuna', 'KAROL G', 'Myke Towers']",2020,2
For A Minute,['WizTheMc'],2020,0
Pa Ti - Spanglish Version,"['Jennifer Lopez', 'Maluma']",2020,0
Let's Love,"['David Guetta', 'Sia']",2020,0
Cry (feat. Grimes),"['Ashnikko', 'Grimes']",2020,2
Witch's Spell,['AC/DC'],2020,2
distance,['Ruel'],2020,1
Me Gusta,"['Shakira', 'Anuel AA']",2020,0
Hugh Hefner,['ppcocaine'],2020,0
i don't want to watch the world end with someone else,['Clinton Kane'],2020,1
Too Comfortable,['Future'],2020,0
positions,['Ariana Grande'],2020,0
34+35,['Ariana Grande'],2020,0
Inside Job (feat. DJ Premier),"['Russ', 'DJ Premier']",2020,0
Strawberry Kiwi,['Rauw Alejandro'],2020,0
De Cora <3,"['Rauw Alejandro', 'J Balvin']",2020,0
跟往事乾杯,['Chiang Yu-Heng'],1990,1
You've Got a Friend,"['Roberta Flack', 'Donny Hathaway']",1990,1
De Qué Me Sirve Ser Rey,['Vicente Fernández'],1990,1
All of a Sudden,['Bette Midler'],1990,0
Lord of the Rings - Remastered 2007,['Blind Guardian'],1990,2
Give It Revolution,['Suicidal Tendencies'],1990,2
Dancing on the Fire,['LA INDIA'],1990,0
Peligroso Amor,['Myriam Hernandez'],1990,1
"Kid Vs. Play (The Battle) - From ""House Party"" Soundtrack","[""Kid 'N Play""]",1990,0
Pass It On Down,['Alabama'],1990,1
"Ederlezi - BOF ""Le temps des gitans""","['Goran Bregović', 'Vaska Jankovska']",1990,1
Suedehead - 2010 Remaster,['Morrissey'],1990,2
Vattene amore (feat. Amedeo Minghi),"['Mietta', 'Amedeo Minghi']",1990,1
The Dream Is Still Alive,['Wilson Phillips'],1990,0
Out Of Control,['Oingo Boingo'],1990,0
Hallowed Point,['Slayer'],1990,2
Come Next Monday,['K.T. Oslin'],1990,0
Take Me Home - Live 1990; 2019 Remaster,['Phil Collins'],1990,2
Home Free,['Wayne Watson'],1990,1
Walk Away,['Bad Religion'],1990,2
Se Me Olvidó Otra Vez (En Vivo) - En el Palacio de Bellas Artes,['Juan Gabriel'],1990,1
Amor de un Rato,['Lucha Villa'],1990,2
There's a Kind of Hush,"[""Herman's Hermits""]",1990,2
Rudolph The Red-Nosed Reindeer,['Ray Conniff'],1990,2
Let's Go Dancing,['Drivin N Cryin'],1990,1
Real Fine Love,['John Hiatt'],1990,0
Another Day in Paradise (Live from the Serious Tour 1990) - Remastered,['Phil Collins'],1990,0
Poor Little Fool,['Ricky Nelson'],1990,1
Dia Y Noche Pienso En Ti,['Jerry Rivera'],1990,0
Get Off,['Bad Religion'],1990,2
Oughta Be A Law,['Firehouse'],1990,2
Oh Pretty Woman,['Gary Moore'],1990,2
Sleigh Ride,['Ray Conniff'],1990,0
Lorca's Novena,['The Pogues'],1990,1
More Of The Night,['The Whispers'],1990,2
Sweet Talking Hippie,['Blues Traveler'],1990,2
Te Odio y Te Quiero,['Julio Jaramillo'],1990,0
Black Boys on Mopeds - 2009 Remaster,"[""Sinéad O'Connor""]",1990,1
I'll Be Waiting,['Talisman'],1990,2
Never Enough,"['The Cure', 'Mark Saunders']",1990,2
Two Beats Off,['Fugazi'],1990,1
Dope!,"['Bell Biv DeVoe', 'Hank Shocklee', 'Eric Sadler', 'Keith Shocklee']",1990,0
The Lord Is My Shepherd,['Keith Green'],1990,1
Man Of Golden Words,['Mother Love Bone'],1990,1
Cielo De Tambores,['Grupo Niche'],1990,0
Things That Make You Go Hmmmm.... (feat. Freedom Williams),"['C & C Music Factory', 'Freedom Williams']",1990,0
Doble,['Tito Rojas Y Su Orquesta'],1990,0
Maldito duende,['Heroes Del Silencio'],1990,2
Spiral Journey,['R. Carlos Nakai'],1990,1
Mi Forma De Sentir,['Gerardo y su 4a. Dimensión'],1990,0
Tasnife Sanama,['Mohammadreza Shajarian'],1990,1
I Am on the Rock,['Petra'],1990,0
Monie in the Middle,['Monie Love'],1990,0
I Belong To You,['Whitney Houston'],1990,0
Prodigal Blues,['Billy Idol'],1990,1
Jet City Woman - Remastered 2003,['Queensrÿche'],1990,2
Heaven Knows,['Lalah Hathaway'],1990,0
Of Course,"[""Jane's Addiction""]",1990,2
In a Different Light,['Doug Stone'],1990,2
Bell Bottom Blues - Remastered,['Derek & The Dominos'],1990,1
Feelin',"[""The La's""]",1990,0
Saltarello (Remastered),['Dead Can Dance'],1990,1
Wolf in the Breast,['Cocteau Twins'],1990,0
Blenderhead,['Bad Religion'],1990,2
Something Happened on the Way to Heaven - Live 1990; 2019 Remaster,['Phil Collins'],1990,2
Twist Of Fate,['The Cry'],1990,2
Me Voy O Me Quedo,['Tito Rojas Y Su Orquesta'],1990,0
The Red Flag,['Billy Bragg'],1990,0
Broken Promise Land,['Mark Chesnutt'],1990,1
Rebel In Me,['Jimmy Cliff'],1990,0
Dear Mr. Fantasy - Live October 1989 - April 1990,['Grateful Dead'],1990,2
Pray for Me,['Mighty Clouds Of Joy'],1990,1
Brand Nubian,['Brand Nubian'],1990,0
Turtle Power,['Partners In Kryme'],1990,0
Power of Love,['Deee-Lite'],1990,0
Whiskey Bottle,['Uncle Tupelo'],1990,1
Dead Man's Road,['Cinderella'],1990,2
King of Dreams,['Deep Purple'],1990,0
The Lord's Prayer,['Jose Mari Chan'],1990,1
Sure Gonna Miss Her - Remastered,['Gary Lewis & The Playboys'],1990,2
Acompáñeme Civil,['Juan Luis Guerra 4.40'],1990,0
I Am the God That Healeth Thee,['Benny Hinn'],1990,1
Long Way from Home,['The Vaughan Brothers'],1990,0
Un Sueño De Tantos,['Los Tigres Del Norte'],1990,1
"Good Friends, Good Whiskey, Good Lovin'","['Hank Williams, Jr.']",1990,0
O Quizas Simplemente Le Regale una Rosa,['Leonardo Favio'],1990,0
Working In The Coal Mine,['DEVO'],1990,0
Christmas Children,['Jose Mari Chan'],1990,2
God Song,['Bad Religion'],1990,2
Love Conquers All,['Deep Purple'],1990,1
Temptation,['Slayer'],1990,2
Close to Me - Closest Mix,"['The Cure', 'Paul Oakenfold']",1990,0
Run To The Battle,['Steve Camp'],1990,1
Namehraboon,['Fataneh'],1990,0
I'm Free - Remastered,['The Soup Dragons'],1990,0
Golden Years - 1990 Remaster,['David Bowie'],1990,0
Feel like a Stranger - Live October 1989 - April 1990,['Grateful Dead'],1990,2
The Nigga Ya Love To Hate,['Ice Cube'],1990,0
Contigo Aprendí,['Los Panchos'],1990,1
Nothing Without You,"['Nusrat Fateh Ali Khan', 'Tery Bina']",1990,0
Quisiera,['Los Tigres Del Norte'],1990,1
It's A Man's World,"['Ice Cube', 'Yo Yo']",1990,0
繾綣星光下,['Shirley Kwan'],1990,1
La Vida No Es Eterna,['Caifanes'],1990,0
Tick,['Ween'],1990,2
Bloody Well Right,['Supertramp'],1990,1
Fais-moi une place,['Julien Clerc'],1990,1
It Came Upon A Midnight Clear,['Tuck Andress'],1990,1
Joy in Repetition,['Prince'],1990,0
Got To Have Your Love,['Mantronix'],1990,0
White Christmas,['Ray Conniff'],1990,1
El Estuche,['Aterciopelados'],1990,0
L'Important c'est la rose,['Gilbert Bécaud'],1990,1
Sayonara,['The Pogues'],1990,0
Blue Blooded Woman,['Alan Jackson'],1990,2
The Gift of Love,['Bette Midler'],1990,2
Binibi Rocha - Live,['Andrew E.'],1990,0
Thelma - Bonus Track,['Paul Simon'],1990,0
How I Need You,['Bad Boys Blue'],1990,0
Nunca Dudes De Mi,['El Golpe'],1990,2
Stormy Weather,"['Dinah Washington', 'Quincy Jones']",1990,1
"You And Me Of The 10,000 Wars",['Indigo Girls'],1990,1
Don't Laugh (i Love You),['Ween'],1990,0
Railroad Worksong,['The Notting Hillbillies'],1990,1
Turn! Turn! Turn!,['The Byrds'],1990,2
Siéntate Ahí,"[""Oscar D'León""]",1990,0
The Blues,['Tony! Toni! Toné!'],1990,0
Give A Little Bit,['Supertramp'],1990,0
Fearless,['Bad Company'],1990,0
Caballo Prieto Azabache,['Antonio Aguilar'],1990,2
With These Hands,['Tom Jones'],1990,1
Comuniquémonos,"[""Oscar D'León""]",1990,2
Greensleeves (What Child Is This),['The Ray Conniff Singers'],1990,1
Mi Mar Es Sereno,['Óscar Medina'],1990,1
Falta Amor,['Maná'],1990,0
Affair In San Miguel,"['The Rippingtons', 'Steve Reid', 'Brandon Fields']",1990,1
Nos Estamos Amargando,['Los Bondadosos'],1990,0
Eres Divino,['Lucha Villa'],1990,0
Stone Cold Yesterday,['The Connells'],1990,2
"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"": I. Allegro","['Ludwig van Beethoven', 'Takako Nishizaki', 'Jenő Jandó']",1990,1
No Basta,['Franco De Vita'],1990,1
Lonesome Bedroom Blues,['William Clarke'],1990,2
"Tall, Dark Handsome Stranger",['Heart'],1990,2
Cuando Nace Un Amor,['Grupo Toppaz De Reynaldo Flores'],1990,0
She Never Spoke Spanish to Me,['Texas Tornados'],1990,0
May the Good Lord Bless and Keep You,['Jose Mari Chan'],1990,1
Louder Than Words,"['Raúl Esparza', 'Jerry Dixon', 'Amy Spanger']",1990,1
Sylvia: Pizzicato,"['Léo Delibes', 'Slovak Philharmonic', 'Ondrej Lenard']",1990,1
Walkin' Back to Happiness,['Helen Shapiro'],1990,0
O Little Town Of Bethlehem,['Tuck Andress'],1990,1
Greatest Gift,['Scratch Acid'],1990,2
East Wes - Instrumental,['Eric Johnson'],1990,1
Cruz de olvido,['Hermanos Zaizar'],1990,1
Green Grass - Remastered,['Gary Lewis & The Playboys'],1990,2
Separate Lives - Live from the Serious Tour 1990; 2019 Remaster,['Phil Collins'],1990,1
Calculadora,"[""Oscar D'León""]",1990,0
Love Me Two Times,['Joan Jett & The Blackhearts'],1990,0
Soledad,['Maná'],1990,0
Operation Rescue,['Bad Religion'],1990,2
Wrap My Body Tight,['Johnny Gill'],1990,0
Maluco beleza,['Raul Seixas'],1990,2
Drop That Bass,"['DJ Magic Mike', 'Royal posse']",1990,1
Don't Give Up,['Peter Gabriel'],1990,1
Three Babies,"[""Sinéad O'Connor""]",1990,1
Tom Dooley - Remastered,['The Kingston Trio'],1990,1
Spirit Valley,['R. Carlos Nakai'],1990,1
Tush,['Joan Jett & The Blackhearts'],1990,2
一生不變,['Hacken Lee'],1990,2
Comin' Atcha Live / Truckin' - Live At The Trocadero / 1990,['Tesla'],1990,2
Vlad the Impaler,['Gwar'],1990,2
Funkete,['El General'],1991,0
Si La Invitará Esta Noche,['Alberto Vazquez'],1991,1
Six Days On The Road,['George Thorogood & The Destroyers'],1991,0
The Ballad Of Peter Pumpkinhead (feat. Ellen Reid),"['Crash Test Dummies', 'Ellen Reid']",1991,2
Darn That Dream,['Dexter Gordon'],1991,1
Until She Comes,['The Psychedelic Furs'],1991,0
Jesus Is Real (feat. John P. Kee) - Live,"['The New Life Community Choir', 'John P. Kee']",1991,2
Quik Is The Name,['DJ Quik'],1991,0
And a Bang on the Ear,['The Waterboys'],1991,2
Que Tal Sí Te Compró,['Cornelio Reyna'],1991,0
Rooms on Fire,['Stevie Nicks'],1991,0
Do-Wacka-Do - Re-Recorded In Stereo,['Roger Miller'],1991,0
The Fish Cheer & I-Feel-Like-I’m-Fixin’-To-Die Rag,['Country Joe & The Fish'],1991,0
No La Critiquen,['Grupo Libra'],1991,1
Throw Away Your Gun - 1991 Digital Remaster,['Prince Far I'],1991,0
The Motown Song (with The Temptations),"['Rod Stewart', 'The Temptations']",1991,0
A Man Is in Love,['The Waterboys'],1991,1
The Bug,['Dire Straits'],1991,2
Shot of Poison,['Lita Ford'],1991,0
I Still Think About You,['Danger Danger'],1991,2
Conviction of the Heart,['Kenny Loggins'],1991,1
Ring of Fire,['Wall Of Voodoo'],1991,1
Paint It Black,['U2'],1991,2
Trailor Load a Girls,['Shabba Ranks'],1991,0
Estar enamorado,['Raphael'],1991,0
My Lovely Man,['Red Hot Chili Peppers'],1991,0
Breed,['Nirvana'],1991,2
The Woman Before Me,['Trisha Yearwood'],1991,1
Nazi Naz Kon,['Ebi'],1991,2
Delilah,['Queen'],1991,1
Lágrimas Negras,['Olga Guillot'],1991,1
In The Midnight Hour,['The Commitments'],1991,0
Quicksand Jesus,['Skid Row'],1991,2
The City Sleeps,['MC 900 Ft. Jesus'],1991,0
A Kind Of Magic - Remastered 2011,['Queen'],1991,0
Jab Koi Baat Bigad Jaye,"['Kumar Sanu', 'Sadhana Sargam']",1991,0
Special to Me,['Bobby Caldwell'],1991,0
Too Good To Be True,['Tom Petty and the Heartbreakers'],1991,2
New Damage,['Soundgarden'],1991,2
My Toot Toot,"[""Rockin' Sidney""]",1991,0
Steamy Windows,['Tony Joe White'],1991,0
The Comfort Zone,['Vanessa Williams'],1991,0
Makin' Some Noise,['Tom Petty and the Heartbreakers'],1991,2
It Hit Me Like A Hammer,['Huey Lewis & The News'],1991,2
飄洋過海來看你,['娃娃'],1991,1
I Miss My Mary,['Hal Ketchum'],1991,2
"Le nozze di Figaro, K.492 / Act 3: ""Dove sono i bei momenti""","['Wolfgang Amadeus Mozart', 'Kiri Te Kanawa', 'Metropolitan Opera Orchestra', 'James Levine']",1991,1
He's In Dallas,['Reba McEntire'],1991,1
Can I Kill It?,"[""Compton's Most Wanted""]",1991,0
El Andariego,['Cornelio Reyna'],1991,0
Slow Ride,['Bonnie Raitt'],1991,0
Long Time Running,['The Tragically Hip'],1991,1
Tha' Lunatic,['2Pac'],1991,0
MULI,['Rodel Naval'],1991,2
Algo Ahí,"['Armando Gama', 'Lourdes Ambriz', 'Norma Herrera', 'Moisés Palacios', 'Carlos Petrel', 'Walterio Pesqueira']",1991,1
"對不起,我愛你 - 無綫電視劇《今生無悔》插曲",['Leon Lai'],1991,1
Alabama Jubilee,"['Red Foley', 'The Nashville Dixielanders']",1991,0
Eat Steak,['The Reverend Horton Heat'],1991,0
Un Poco de Amor Francés,['Patricio Rey y sus Redonditos de Ricota'],1991,2
Mysterious Ways,['U2'],1991,0
Meet Me On The Moon,['Phyllis Hyman'],1991,1
Five Long Years,['Buddy Guy'],1991,2
So Long Baby Goodbye,['The Blasters'],1991,2
Por Una Mujer Bonita,['Antonio Aguilar'],1991,2
Y Si Lloro Que,['Viento Y Sol'],1991,0
I Wouldn't Go That Far,['Reba McEntire'],1991,1
The Garden,['Einstürzende Neubauten'],1991,1
Things to Do in Denver When You're Dead - 2008 Remaster,['Warren Zevon'],1991,0
The Water Is Wide,['James Taylor'],1991,1
The Bug,['Dire Straits'],1991,2
Buying Her Roses,['Reba McEntire'],1991,1
Strobelite Honey,['Black Sheep'],1991,0
Apple Pie,['White Trash'],1991,0
Higher Than the Sun - Single Mix,['Primal Scream'],1991,2
Pata de Perro,['Maldita Vecindad Y Los Hijos Del 5to. Patio'],1991,0
Summer Samba,['Walter Wanderley'],1991,0
Maria,['Dave Brubeck'],1991,1
On A Plain,['Nirvana'],1991,2
Glad To Be Unhappy - Single Version,['The Mamas & The Papas'],1991,0
Beautiful Mess,['Diamond Rio'],1991,2
(Without You) What Do I Do With Me,['Tanya Tucker'],1991,1
The Beginning,['Seal'],1991,0
Caminos De La Vida,['Antonio Aguilar'],1991,0
Mi Corazón Está Contento,['Liberación'],1991,2
Sonámbulo,['Tito Nieves'],1991,2
Be True to Yourself,['2nd II None'],1991,0
Camila,['Fobia'],1991,0
I Wonder How Far It Is Over You,['Aaron Tippin'],1991,1
Word To The Mutha!,['Bell Biv DeVoe'],1991,0
Girlfriend,['Matthew Sweet'],1991,0
Bad to Me,"['Billy J. Kramer', 'The Dakotas']",1991,0
The Chill Of An Early Fall,['George Strait'],1991,1
Murder,['Sepultura'],1991,2
Territorial Pissings,['Nirvana'],1991,2
It's All in the Game,['Freddy Fender'],1991,0
Yo Me Quedo,['Tony Vega'],1991,0
One Vision - Remastered 2011,['Queen'],1991,2
Inocente O Culpable,['Liberación'],1991,0
Even Better Than The Real Thing - Single Version,['U2'],1991,2
Meet In the Middle,['Diamond Rio'],1991,0
The Size Of A Cow,['The Wonder Stuff'],1991,2
"Jump, Jive, An' Wail - Remastered",['Louis Prima'],1991,0
And You My Love,['Chris Rea'],1991,1
Spending My Time,['Roxette'],1991,2
Que Me Llevé El Diablo,['Lucha Villa'],1991,1
Is It For Me,['Toad The Wet Sprocket'],1991,2
"Zigeunerweisen, Op.20","['Pablo de Sarasate', 'Joshua Bell', 'Royal Philharmonic Orchestra', 'Andrew Litton']",1991,1
Gheseh Eshgh,['Ebi'],1991,0
Do Anything (feat. Niki Harris),"['Natural Selection', 'Niki Harris']",1991,0
Let's Stay Together - Single Version,['Tina Turner'],1991,1
Soulsides,['Art Farmer'],1991,1
"Hey, Miss Fannie - 2007 Remaster",['The Clovers'],1991,0
So Many Millions,['Fishbone'],1991,2
Two Sides To Every Story,['Joe Walsh'],1991,0
Te Vas Ángel Mío,['Cornelio Reyna'],1991,1
She Belongs to Me,"['Harry Connick, Jr.']",1991,1
The Sins of Memphisto,['John Prine'],1991,0
Match Box Blues (4446),['Blind Lemon Jefferson'],1991,1
"Tangled Up in Blue - Take 3, Remake 2",['Bob Dylan'],1991,1
No Llores,['Mike Laure'],1991,0
Pooste Shir,['Ebi'],1991,1
Mansion Builder,['2nd Chapter Of Acts'],1991,1
Just A Little Bit Longer - Radio Edit,"['Maxi Priest', 'Bobby Konders']",1991,0
Suicide Machine,['Death'],1991,2
Polly,['Nirvana'],1991,0
Xero Tolerance,['Type O Negative'],1991,1
Can't Blame You,['Lucky Dube'],1991,0
Just Playin' Possum,['Alan Jackson'],1991,0
Love...Thy Will Be Done - Single Version,['Martika'],1991,1
Take Me Back to Then,['Bobby Caldwell'],1991,1
I Don't Wanna Lose You,['Tina Turner'],1991,0
Chains Around My Heart,['Richard Marx'],1991,1
Still Be Around,['Uncle Tupelo'],1991,1
Rest,['Green Day'],1991,1
My Sisters and Brothers - Live,"['Jerry Garcia Band', 'Jerry Garcia']",1991,0
Los Bastardos,['Primus'],1991,2
Cero 39,['Mike Laure'],1991,0
Father Time,['Richie Sambora'],1991,2
All Dressed Up (With Nowhere To Go),['Reba McEntire'],1991,1
Makin' Happy - Hurley’s Happy House Mix,"['Crystal Waters', 'Steve ""Silk"" Hurley']",1991,0
Sur un prélude de Bach,['Maurane'],1991,1
(There You Go) Tellin' Me No Again,['Keith Sweat'],1991,0
Mule Train,['Tennessee Ernie Ford'],1991,1
Why? (Am I Treated So Bad),['The Staple Singers'],1991,0
Radio Song,['R.E.M.'],1991,0
Tres Equis,['Cypress Hill'],1991,1
The Ballad Of Davy Crockett,['The Kentucky Headhunters'],1991,2
The Fly,['U2'],1991,2
Mysterious Ways - The Perfecto Mix,['U2'],1991,0
The Greeting Song,['Red Hot Chili Peppers'],1991,2
Stay Away,['Nirvana'],1991,2
Wonderland - 2008 Remaster,['Simply Red'],1991,0
I Can See Clearly,['Screeching Weasel'],1991,2
